Date,GHI,PR
2019-10-14,6.398408333,66.72883504
2019-10-14,6.398408333,66.72883504
2019-10-14,6.398408333,66.72883504
2019-10-15,5.518016667,76.57787357
2019-10-15,5.518016667,76.57787357
2019-10-15,5.518016667,76.57787357
2019-10-15,5.518016667,76.57787357
2019-10-16,5.176558333,77.0655894
2019-10-16,5.176558333,77.0655894
2019-10-16,5.176558333,77.0655894
2019-10-16,5.176558333,77.0655894
2019-10-17,6.094358333,81.46022721
2019-10-17,6.094358333,81.46022721
2019-10-17,6.094358333,81.46022721
2019-10-17,6.094358333,81.46022721
2019-10-18,4.18685,73.77075529
2019-10-18,4.18685,73.77075529
2019-10-18,4.18685,73.77075529
2019-10-18,4.18685,73.77075529
2019-10-19,4.9675,72.74535741
2019-10-19,4.9675,72.74535741
2019-10-19,4.9675,72.74535741
2019-10-19,4.9675,72.74535741
2019-10-20,5.845408333,66.34754947
2019-10-20,5.845408333,66.34754947
2019-10-20,5.845408333,66.34754947
2019-10-20,5.845408333,66.34754947
2019-10-21,4.296116667,66.41490897
2019-10-21,4.296116667,66.41490897
2019-10-21,4.296116667,66.41490897
2019-10-21,4.296116667,66.41490897
2019-10-22,4.150366667,63.29654995
2019-10-22,4.150366667,63.29654995
2019-10-22,4.150366667,63.29654995
2019-10-22,4.150366667,63.29654995
2019-10-23,4.634425,69.10798905
2019-10-23,4.634425,69.10798905
2019-10-23,4.634425,69.10798905
2019-10-23,4.634425,69.10798905
2019-10-24,4.577158333,61.90249418
2019-10-24,4.577158333,61.90249418
2019-10-24,4.577158333,61.90249418
2019-10-24,4.577158333,61.90249418
2019-10-25,4.926375,64.60979865
2019-10-25,4.926375,64.60979865
2019-10-25,4.926375,64.60979865
2019-10-25,4.926375,64.60979865
2019-10-26,5.485858333,63.8697312
2019-10-26,5.485858333,63.8697312
2019-10-26,5.485858333,63.8697312
2019-10-26,5.485858333,63.8697312
2019-10-27,5.982341667,71.29737388
2019-10-27,5.982341667,71.29737388
2019-10-27,5.982341667,71.29737388
2019-10-27,5.982341667,71.29737388
2019-10-28,5.172216667,67.22986725
2019-10-28,5.172216667,67.22986725
2019-10-28,5.172216667,67.22986725
2019-10-28,5.172216667,67.22986725
2019-10-29,6.041108333,70.37343202
2019-10-29,6.041108333,70.37343202
2019-10-29,6.041108333,70.37343202
2019-10-29,6.041108333,70.37343202
2019-10-30,5.4497,68.12164532
2019-10-30,5.4497,68.12164532
2019-10-30,5.4497,68.12164532
2019-10-30,5.4497,68.12164532
2019-10-31,2.721441667,77.64830877
2019-10-31,2.721441667,77.64830877
2019-10-31,2.721441667,77.64830877
2019-10-31,2.721441667,77.64830877
2019-11-01,4.808541667,77.83458247
2019-11-01,4.808541667,77.83458247
2019-11-01,4.808541667,77.83458247
2019-11-01,4.808541667,77.83458247
2019-11-02,4.273133333,64.80290631
2019-11-02,4.273133333,64.80290631
2019-11-02,4.273133333,64.80290631
2019-11-02,4.273133333,64.80290631
2019-11-03,3.964708333,74.45366818
2019-11-03,3.964708333,74.45366818
2019-11-03,3.964708333,74.45366818
2019-11-03,3.964708333,74.45366818
2019-11-04,4.952183333,83.34200991
2019-11-04,4.952183333,83.34200991
2019-11-04,4.952183333,83.34200991
2019-11-04,4.952183333,83.34200991
2019-11-05,4.840366667,75.8734639
2019-11-05,4.840366667,75.8734639
2019-11-05,4.840366667,75.8734639
2019-11-05,4.840366667,75.8734639
2019-11-06,3.10135,66.2641216
2019-11-06,3.10135,66.2641216
2019-11-06,3.10135,66.2641216
2019-11-06,3.10135,66.2641216
2019-11-07,3.981483333,71.0687666
2019-11-07,3.981483333,71.0687666
2019-11-07,3.981483333,71.0687666
2019-11-07,3.981483333,71.0687666
2019-11-08,4.995958333,64.52656177
2019-11-08,4.995958333,64.52656177
2019-11-08,4.995958333,64.52656177
2019-11-08,4.995958333,64.52656177
2019-11-09,4.715275,70.12474905
2019-11-09,4.715275,70.12474905
2019-11-09,4.715275,70.12474905
2019-11-09,4.715275,70.12474905
2019-11-10,2.07705,69.36295341
2019-11-10,2.07705,69.36295341
2019-11-10,2.07705,69.36295341
2019-11-10,2.07705,69.36295341
2019-11-11,1.413825,64.81060316
2019-11-11,1.413825,64.81060316
2019-11-11,1.413825,64.81060316
2019-11-11,1.413825,64.81060316
2019-11-12,5.475458333,77.92843953
2019-11-12,5.475458333,77.92843953
2019-11-12,5.475458333,77.92843953
2019-11-12,5.475458333,77.92843953
2019-11-13,5.075183333,69.52200661
2019-11-13,5.075183333,69.52200661
2019-11-13,5.075183333,69.52200661
2019-11-13,5.075183333,69.52200661
2019-11-14,4.823908333,84.96615776
2019-11-14,4.823908333,84.96615776
2019-11-14,4.823908333,84.96615776
2019-11-14,4.823908333,84.96615776
2019-11-15,5.309941667,79.54801003
2019-11-15,5.309941667,79.54801003
2019-11-15,5.309941667,79.54801003
2019-11-15,5.309941667,79.54801003
2019-11-16,3.784533333,82.33174394
2019-11-16,3.784533333,82.33174394
2019-11-16,3.784533333,82.33174394
2019-11-16,3.784533333,82.33174394
2019-11-17,4.245008333,84.41106839
2019-11-17,4.245008333,84.41106839
2019-11-17,4.245008333,84.41106839
2019-11-17,4.245008333,84.41106839
2019-11-18,4.003975,65.07227211
2019-11-18,4.003975,65.07227211
2019-11-18,4.003975,65.07227211
2019-11-18,4.003975,65.07227211
2019-11-19,4.947675,62.04307056
2019-11-19,4.947675,62.04307056
2019-11-19,4.947675,62.04307056
2019-11-19,4.947675,62.04307056
2019-11-20,4.982625,72.24861764
2019-11-20,4.982625,72.24861764
2019-11-20,4.982625,72.24861764
2019-11-20,4.982625,72.24861764
2019-11-21,5.125883333,76.42463244
2019-11-21,5.125883333,76.42463244
2019-11-21,5.125883333,76.42463244
2019-11-21,5.125883333,76.42463244
2019-11-22,5.070808333,71.74904906
2019-11-22,5.070808333,71.74904906
2019-11-22,5.070808333,71.74904906
2019-11-22,5.070808333,71.74904906
2019-11-23,4.5307,74.73660121
2019-11-23,4.5307,74.73660121
2019-11-23,4.5307,74.73660121
2019-11-23,4.5307,74.73660121
2019-11-24,4.63165,68.60481354
2019-11-24,4.63165,68.60481354
2019-11-24,4.63165,68.60481354
2019-11-24,4.63165,68.60481354
2019-11-25,5.065966667,73.4381668
2019-11-25,5.065966667,73.4381668
2019-11-25,5.065966667,73.4381668
2019-11-25,5.065966667,73.4381668
2019-11-26,5.144575,75.72524717
2019-11-26,5.144575,75.72524717
2019-11-26,5.144575,75.72524717
2019-11-26,5.144575,75.72524717
2019-11-27,4.909691667,81.48757264
2019-11-27,4.909691667,81.48757264
2019-11-27,4.909691667,81.48757264
2019-11-27,4.909691667,81.48757264
2019-11-28,5.075216667,65.5584894
2019-11-28,5.075216667,65.5584894
